CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:124									124																		native																																																							urn:catalog:CSUC:Birds:124	No longer in collection	present							flat skin							female															PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=124				CSUC	Birds			PreservedSpecimen												Anas acuta								Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas		acuta		species			Northern Pintail	ICZN			
CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:125									125																		native																																																							urn:catalog:CSUC:Birds:125	No longer in collection	present							flat skin							male															PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=125				CSUC	Birds			PreservedSpecimen												Anas acuta								Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas		acuta		species			Northern Pintail	ICZN			
CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:126									126	North America			United States	US	Butte												native																					| USA | CA | Butte |  |  |  |																																		urn:catalog:CSUC:Birds:126	No longer in collection	present							flat skin							female		California								USA | CA | Butte					PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=126				CSUC	Birds			PreservedSpecimen												Anas acuta								Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas		acuta		species			Northern Pintail	ICZN			
CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:127									127																		native																																																							urn:catalog:CSUC:Birds:127	No longer in collection	present							flat skin							male															PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=127				CSUC	Birds			PreservedSpecimen												Anas acuta								Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas		acuta		species			Northern Pintail	ICZN			
CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:128									128																		native																																																							urn:catalog:CSUC:Birds:128	No longer in collection	present							flat skin							female															PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=128				CSUC	Birds			PreservedSpecimen			"{""weightInGrams"":""758.1g"" }"									Anas acuta								Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas		acuta		species			Northern Pintail	ICZN			
CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:1737									1737	North America			United States	US	Glenn		10									283	native	1985-10-10																				| USA | CA | Glenn |  |  |  |																	adult		Sacramento NWR													10		urn:catalog:CSUC:Birds:1737	prepared by R. J. Bogiatto	present							flat skin		Marguarite Ross-Hills					female	283	California						Oct. 10, 1985		USA | CA | Glenn | Sacramento NWR				1985	PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=1737				CSUC	Birds			PreservedSpecimen			"{""weightInGrams"":""440 g"" }"									Circus cyaneus								Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus		cyaneus		species			Northern harrier	ICZN			
CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:1810									1810	North America			United States	US	Tehama		16									321	native	1992-11-16																				| USA | CA | Tehama |  |  |  |																			2 mi. W. Gerber													11		urn:catalog:CSUC:Birds:1810	prepared by C. Bemis	present							flat skin								321	California						Nov. 16, 1992		USA | CA | Tehama | 2 mi. W. Gerber				1992	PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=1810				CSUC	Birds			PreservedSpecimen			"{""weightInGrams"":""380 g"" }"									Circus cyaneus								Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus		cyaneus		species			Northern harrier	ICZN			
CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:1827									1827	North America			United States	US	Colusa												native	1994																				| USA | CA | Colusa |  |  |  |																			Wildlife Refuge															urn:catalog:CSUC:Birds:1827	prepared by Kathy Berry-Garrett; Nov. 1, 1996	present							flat skin		S. Hudson					male		California						1994		USA | CA | Colusa | Wildlife Refuge				1994	PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=1827				CSUC	Birds			PreservedSpecimen			"{""weightInGrams"":""385.5 g"" }"									Circus cyaneus								Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus		cyaneus		species			Northern harrier	ICZN			
CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:2038									2038	North America			United States	US	Butte												native																					| USA | CA | Butte |  |  |  |																	adult		Upper Butte Basin Wildlife Area															urn:catalog:CSUC:Birds:2038	prepared by Michelle Ocken, 3/2006	present							flat skin		Steve Cordes					female		California						Fall 2003		USA | CA | Butte | Upper Butte Basin Wildlife Area					PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=2038				CSUC	Birds			PreservedSpecimen			"{""weightInGrams"":""400 g"" }"									Circus cyaneus								Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus		cyaneus		species			Northern harrier	ICZN			
CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:2096									2096	North America			United States	US	Tehama												native																					| USA | CA | Tehama |  |  |  |																	adult		Hwy 99, 3 mi. S. of Red Bluff															urn:catalog:CSUC:Birds:2096	prepared by Dawn Garcia, 21 Feb.  2010	present							flat skin		Norm Weitzel					female		California						Fall 2007		USA | CA | Tehama | Hwy 99, 3 mi. S. of Red Bluff					PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=2096				CSUC	Birds			PreservedSpecimen			"{""weightInGrams"":""475 g"" }"									Circus cyaneus								Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus		cyaneus		species			Northern harrier	ICZN			
CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:313									313																		native																																																							urn:catalog:CSUC:Birds:313	no longer in collection	present							live																						PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=313				CSUC	Birds			PreservedSpecimen												Aquila chrysaetos								Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila		chrysaetos		species			Golden eagle	ICZN			
