CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95737									95737	Africa						2007-06-20 00:00:00.0																																Africa								Maureen E. Flannery											Africa															urn:catalog:CAS:ORN:95737	Removed from African Hall exhibit 2004. Originally in diorama AH-L9.								MOUNT		unknown					U															PhysicalObject	2007-07-14T01:52:25Z	en									CAS	ORN			PreservedSpecimen												Actophilornis africanus							Animalia; Chordata; Aves; Ciconiiformes; Jacanidae	Animalia	Chordata	Aves	Ciconiiformes	Jacanidae	Actophilornis		africanus				(J. F. Gmelin, 1789)					
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95888									95888	Asia			China		Lushui Co.	2005-10-22 00:00:00.0	22	25.97322	98.68372																			WGS84						GPS				Asia; China; Yunnan Prov.; Lushui Co.																	HY		Pianma Yakou (Pianma summit pass). High point on the road between Yaojiaping and Pianma; near the gate and army								3170.0				3170.0	10		urn:catalog:CAS:ORN:95888	Total Length: 218 mm. Aged by skull <100% ossified. Specimen collected on joint California Academy of Sciences/Kunming Institute of Zoology Gaoligongshan (GLGS) Biodiversity Expedition. GLGS Locality No. 46 Net No: 17. GPS elevation recorded with 6 satellites, epe 5 m.								Skin Study; TISSUE		Yang Xiaojun & Maureen E. Flannery; Maureen E. Flannery	GLGS5057				F		Yunnan Prov.						22 October 2005	"25°58'23.9""N"		"98°41'1.3""E"			2005	PhysicalObject	2014-01-27T22:28:33Z	en									CAS	ORN			PreservedSpecimen			Fat=none; Colors=Yes; Iris=light brown; Bill=white with black at base; Legs=grey.; Weight=30.0 g.									Paradoxornis unicolor							Animalia; Chordata; Aves; Passeriformes; Sylviidae	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Paradoxornis		unicolor				(Hodgson, 1843)					
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95733									95733	Africa						2007-06-13 00:00:00.0																																Africa								Maureen E. Flannery											Africa															urn:catalog:CAS:ORN:95733	with nest. Removed from African Hall exhibit 2004. Originally in diorama L11-001.								MOUNT		unknown					U															PhysicalObject	2008-07-07T22:41:08Z	en									CAS	ORN			PreservedSpecimen												Vidua hypocherina							Animalia; Chordata; Aves; Passeriformes; Viduidae	Animalia	Chordata	Aves	Passeriformes	Viduidae	Vidua		hypocherina				Verreaux & Verreaux, 1856					
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95246									95246	North America			USA		King Co.																																	North America; USA; Washington; King Co.																	Unknown		Carnation.													1		urn:catalog:CAS:ORN:95246	Set of 2 sclerotic rings mounted to card. Location illegible on card. From study by E.L. Curtis & R.C. Miller; AUK 1938, v. 55, pp. 225-243. Gift of R.C. Miller in 1967, no acc. No.								sclerotic rings		Satler					M		Washington						1/40						1940	PhysicalObject	2009-12-07T23:34:19Z	en									CAS	ORN			PreservedSpecimen			sclerotic rings									Pipilo							Animalia; Chordata; Aves; Passeriformes; Emberizidae	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Pipilo											
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95817									95817				Papua New Guinea			2007-09-09 00:00:00.0		-6.68016	145.20483																			WGS84					Error approximately 500 meters due to net placement	not recorded				Pacific Ocean; Papua New Guinea								Susan Tomda									adult		Eastern Highlands Province, Southeast of Herowana, near the Fio River, Iauarapi															urn:catalog:CAS:ORN:95817	Date of death 16 July 2006. color bands: 2 white on right leg.  Wing: 94.0 mm., culmen: 27.0 mm., skull 80-90% ossified								TISSUE; Skin Study		Daniel Levitis					M									6°40.81'S		145°12.290'E		Pacific Ocean		PhysicalObject	2009-04-08T00:43:48Z	en									CAS	ORN			PreservedSpecimen			Weight=52.8 g									Pitohui dichrous							Animalia; Chordata; Aves; Passeriformes; Corvidae	Animalia	Chordata	Aves	Passeriformes	Corvidae	Pitohui		dichrous				(Bonaparte, 1850)					
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95868									95868	North America			USA		Sullivan Co.	2008-10-17 00:00:00.0	2	39.08144	-87.34778																			WGS84						Google Earth				North America; USA; Indiana; Sullivan Co.								Ore Carmi											Sullivan, Minnehaha Fish and WIldlife Area													1		urn:catalog:CAS:ORN:95868									Skin Study		J. Dan Webster	3332				F		Indiana						2 January 2001	39.081445 N		87.347789 W			2001	PhysicalObject	2008-10-18T01:59:22Z	en									CAS	ORN			PreservedSpecimen			Fat=Very fat; Weight=40.3 g.									Passerella iliaca							Animalia; Chordata; Aves; Passeriformes; Emberizidae	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Passerella		iliaca				(Merrem, 1786)					
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95214									95214	North America			USA		Pierce Co.																																	North America; USA; Washington; Pierce Co.																	adult		Mount Ranier															urn:catalog:CAS:ORN:95214	Set of 2 sclerotic rings mounted to card. From study by E.L. Curtis & R.C. Miller; AUK 1938, v. 55, pp. 225-243. Gift of R.C. Miller in 1967, no acc. No.								bird		Lindsey					U		Washington						summer 1935						1935	PhysicalObject	2007-11-28T23:50:57Z	en									CAS	ORN			PreservedSpecimen			sclerotic rings									Leucosticte tephrocotis littoralis							Animalia; Chordata; Aves; Passeriformes; Fringillidae	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Leucosticte		tephrocotis	littoralis			S. F. Baird, 1869					
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95217									95217	North America			USA																																			North America; USA																	Unknown		unspecified													6		urn:catalog:CAS:ORN:95217	No locality given. Set of 2 sclerotic rings mounted to card. From study by E.L. Curtis & R.C. Miller; AUK 1938, v. 55, pp. 225-243. Gift of R.C. Miller in 1967, no acc. No.								bird		Shaw					U								June 1941						1941	PhysicalObject	2007-11-28T23:59:24Z	en									CAS	ORN			PreservedSpecimen			sclerotic rings									Leucosticte tephrocotis dawsoni							Animalia; Chordata; Aves; Passeriformes; Fringillidae	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Leucosticte		tephrocotis	dawsoni			Grinnell, 1913					
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95717									95717	Africa						2007-06-13 00:00:00.0																																Africa								Maureen E. Flannery											Africa															urn:catalog:CAS:ORN:95717	Removed from African Hall exhibit 2004. Originally in diorama R5-004.								MOUNT		unknown					U															PhysicalObject	2007-06-27T23:18:54Z	en									CAS	ORN			PreservedSpecimen												Urocolius macrourus							Animalia; Chordata; Aves; Coliiformes; Coliidae	Animalia	Chordata	Aves	Coliiformes	Coliidae	Urocolius		macrourus				(Linnaeus, 1766)					
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95763									95763	North America			USA		Sullivan Co.	2005-05-15 00:00:00.0	15	39.08144	-87.34778																			WGS84						Google Earth				North America; USA; Indiana; Sullivan Co.								J. D. Webster									adult		Sullivan, Minnehaha Fish and WIldlife Area													5		urn:catalog:CAS:ORN:95763	Wing: 96.0 mm., tail: 74.0 mm.								Skeleton Complete		J. D. Webster	JDW3474				F		Indiana						15 May 2005	39.081445 N		87.347789 W			2005	PhysicalObject	2007-07-16T18:38:21Z	en									CAS	ORN			PreservedSpecimen			Colors=No; Weight=33.5 g.									Catharus ustulatus							Animalia; Chordata; Aves; Passeriformes; Turdidae	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus		ustulatus				(Nuttall, 1840)					
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95219									95219	North America			USA		King Co.		18																															North America; USA; Washington; King Co.																	Unknown		Seattle, Seward School.													11		urn:catalog:CAS:ORN:95219	Set of 2 sclerotic rings mounted to card. From study by E.L. Curtis & R.C. Miller; AUK 1938, v. 55, pp. 225-243. Gift of R.C. Miller in 1967, no acc. No.								bird		Unknown					U		Washington						11/18/35						1935	PhysicalObject	2007-11-29T00:50:50Z	en									CAS	ORN			PreservedSpecimen			sclerotic rings									Carduelis flammea							Animalia; Chordata; Aves; Passeriformes; Fringillidae	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carduelis		flammea				(Linnaeus, 1758)					
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95230									95230	North America			Canada																																			North America; Canada; British Columbia																	Unknown		Vancouver.															urn:catalog:CAS:ORN:95230	Set of 2 sclerotic rings mounted to card. From study by E.L. Curtis & R.C. Miller; AUK 1938, v. 55, pp. 225-243. Gift of R.C. Miller in 1967, no acc. No.								sclerotic rings		Racey					F		British Columbia													PhysicalObject	2009-12-07T18:04:42Z	en									CAS	ORN			PreservedSpecimen			sclerotic rings									Carduelis tristis							Animalia; Chordata; Aves; Passeriformes; Fringillidae	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carduelis		tristis				(Linnaeus, 1758)					
