MNHN	Fishes collection (IC) of the Muséum national d'Histoire naturelle (MNHN - Paris)		Patrice Pruvost	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-ic	gbifprovider@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-ic		f58922e2-93ed-4703-ba22-12a0674d1b54	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	FishNet,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Mon Dec 15 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://coldb.mnhn.fr/catalognumber/mnhn/ic/1960-0588									1960-0588				congo	CG																																											4										brazzaville															http://coldb.mnhn.fr/catalognumber/mnhn/ic/1960-0588											inconnu																															MNHN	IC			PreservedSpecimen												Epiplatys chevalieri (pellegrin, 1904)																			(pellegrin, 1904)					
MNHN	Fishes collection (IC) of the Muséum national d'Histoire naturelle (MNHN - Paris)		Patrice Pruvost	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-ic	gbifprovider@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-ic		f58922e2-93ed-4703-ba22-12a0674d1b54	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	FishNet,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Mon Dec 15 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://coldb.mnhn.fr/catalognumber/mnhn/ic/0000-3932									0000-3932				viet nam	VN														1874																			rapides									banarescu	1																									http://coldb.mnhn.fr/catalognumber/mnhn/ic/0000-3932	LECTOTYPE DESIGNE PAR BANARESCU, 1971 IN TRAV. MUS. HIST. NAT. GR. ANTIPA, 11: 348-355 / 111 EX. EXTRAITS : B.2538 : PARALECTOTYPES										jullien							cochinchine	LECTOTYPE										mekong	1874												MNHN	IC			PreservedSpecimen												Paralaubuca typus bleeker, 1865																			bleeker, 1865					
MNHN	Fishes collection (IC) of the Muséum national d'Histoire naturelle (MNHN - Paris)		Patrice Pruvost	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-ic	gbifprovider@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-ic		f58922e2-93ed-4703-ba22-12a0674d1b54	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	FishNet,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Mon Dec 15 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://coldb.mnhn.fr/catalognumber/mnhn/ic/0000-3933									0000-3933				viet nam	VN														1874																			rapides									banarescu	36																									http://coldb.mnhn.fr/catalognumber/mnhn/ic/0000-3933	PARALECTOTYPES DESIGNES PAR BANARESCU, 1971 IN TRAV. MUS. HIST. NAT. GR. ANTIPA, 11 : 348-355										jullien							cochinchine	PARALECTOTYPE										mekong	1874												MNHN	IC			PreservedSpecimen												Paralaubuca typus bleeker, 1865																			bleeker, 1865					
MNHN	Fishes collection (IC) of the Muséum national d'Histoire naturelle (MNHN - Paris)		Patrice Pruvost	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-ic	gbifprovider@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-ic		f58922e2-93ed-4703-ba22-12a0674d1b54	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	FishNet,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Mon Dec 15 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://coldb.mnhn.fr/catalognumber/mnhn/ic/b-2538									B-2538				viet nam	VN														1874																			rapides									banarescu	111																									http://coldb.mnhn.fr/catalognumber/mnhn/ic/b-2538	PARALECTOTYPES DESIGNES PAR BANARESCU, 1971 IN TRAV. MUS. HIST. NAT. GR. ANTIPA, 11 : 348-355 / EXTRAITS DE 3932 : LECTOTYPE										jullien							cochinchine	PARALECTOTYPE										mekong	1874												MNHN	IC			PreservedSpecimen												Paralaubuca typus bleeker, 1865																			bleeker, 1865					
MNHN	Fishes collection (IC) of the Muséum national d'Histoire naturelle (MNHN - Paris)		Patrice Pruvost	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-ic	gbifprovider@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-ic		f58922e2-93ed-4703-ba22-12a0674d1b54	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	FishNet,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Mon Dec 15 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://coldb.mnhn.fr/catalognumber/mnhn/ic/1924-0222									1924-0222		1		roumanie	RO				45.117	29.667									1903-7																													4										sulina													7		http://coldb.mnhn.fr/catalognumber/mnhn/ic/1924-0222											antipa														45.117		29.667			1903												MNHN	IC			PreservedSpecimen												Acipenser ruthenus linnaeus, 1758																			linnaeus, 1758					
MNHN	Fishes collection (IC) of the Muséum national d'Histoire naturelle (MNHN - Paris)		Patrice Pruvost	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-ic	gbifprovider@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-ic		f58922e2-93ed-4703-ba22-12a0674d1b54	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	FishNet,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Mon Dec 15 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://coldb.mnhn.fr/catalognumber/mnhn/ic/a-8965									A-8965				etats-unis	US														1831																												gilbert	1										new orleans															http://coldb.mnhn.fr/catalognumber/mnhn/ic/a-8965	SYNTYPE DE PIMELODUS PUNCTULATUS VALENCIENNES, 1840 IN C.V., H.N.P., XV : 134.										lesueur							louisiane											mississippi	1831												MNHN	IC			PreservedSpecimen												Pylodictis olivaris (rafinesque, 1818)																			(rafinesque, 1818)					
MNHN	Fishes collection (IC) of the Muséum national d'Histoire naturelle (MNHN - Paris)		Patrice Pruvost	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-ic	gbifprovider@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-ic		f58922e2-93ed-4703-ba22-12a0674d1b54	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	FishNet,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Mon Dec 15 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://coldb.mnhn.fr/catalognumber/mnhn/ic/1963-0393									1963-0393				cote d'ivoire	CI			29											1963-1-29																													1										toumodi(pres)													1		http://coldb.mnhn.fr/catalognumber/mnhn/ic/1963-0393	1963-390 A 395 DANS LE MEME BOCAL										daget																		bandama	1963												MNHN	IC			PreservedSpecimen												Heterobranchus isopterus bleeker, 1863																			bleeker, 1863					
MNHN	Fishes collection (IC) of the Muséum national d'Histoire naturelle (MNHN - Paris)		Patrice Pruvost	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-ic	gbifprovider@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-ic		f58922e2-93ed-4703-ba22-12a0674d1b54	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	FishNet,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Mon Dec 15 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://coldb.mnhn.fr/catalognumber/mnhn/ic/a-6471									A-6471				japon	JP														1883					325 a 327																							arai et akai	3																									http://coldb.mnhn.fr/catalognumber/mnhn/ic/a-6471	SYNTYPES D' ACHILOGNATHUS STEENACKERI SAUVAGE, 1883 IN BULL. SOC. PHILOMATH. PARIS (7) VII : 146										steenackers																			1883												MNHN	IC			PreservedSpecimen												Acheilognathus rhombeus (temminck & schlegel, 1846)																			(temminck & schlegel, 1846)					
MNHN	Fishes collection (IC) of the Muséum national d'Histoire naturelle (MNHN - Paris)		Patrice Pruvost	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-ic	gbifprovider@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-ic		f58922e2-93ed-4703-ba22-12a0674d1b54	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	FishNet,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Mon Dec 15 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://coldb.mnhn.fr/catalognumber/mnhn/ic/a-8834									A-8834				etats-unis	US														1829																													1																									http://coldb.mnhn.fr/catalognumber/mnhn/ic/a-8834	SYNTYPE DE PIMELODUS CAUDA-FURCATUS LESUEUR, 1819 IN MEM. MUS. NAT. HIST. NAT., V : 152 ET DE PIMELODUS FURCATUS VALENCIENNES, 1840 IN C.V., H.N.P., XV : 136										lesueur							illinois											mississippi	1829												MNHN	IC			PreservedSpecimen												Ictalurus punctatus (rafinesque, 1818)																			(rafinesque, 1818)					
MNHN	Fishes collection (IC) of the Muséum national d'Histoire naturelle (MNHN - Paris)		Patrice Pruvost	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-ic	gbifprovider@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-ic		f58922e2-93ed-4703-ba22-12a0674d1b54	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	FishNet,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Mon Dec 15 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://coldb.mnhn.fr/catalognumber/mnhn/ic/0000-3179									0000-3179				france	FR														1880																													3										bouzonville															http://coldb.mnhn.fr/catalognumber/mnhn/ic/0000-3179											blanchard																		rhin	1880												MNHN	IC			PreservedSpecimen												Phoxinus phoxinus (linnaeus, 1758)																			(linnaeus, 1758)					
MNHN	Fishes collection (IC) of the Muséum national d'Histoire naturelle (MNHN - Paris)		Patrice Pruvost	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-ic	gbifprovider@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-ic		f58922e2-93ed-4703-ba22-12a0674d1b54	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	FishNet,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Mon Dec 15 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://coldb.mnhn.fr/catalognumber/mnhn/ic/b-0294									B-0294				viet nam	VN														1977																													2																									http://coldb.mnhn.fr/catalognumber/mnhn/ic/b-0294	COCHINCHINE										harmand																			1977												MNHN	IC			PreservedSpecimen												Clarias macrocephalus günther, 1864																			günther, 1864					
MNHN	Fishes collection (IC) of the Muséum national d'Histoire naturelle (MNHN - Paris)		Patrice Pruvost	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-ic	gbifprovider@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-ic		f58922e2-93ed-4703-ba22-12a0674d1b54	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	FishNet,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Mon Dec 15 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://coldb.mnhn.fr/catalognumber/mnhn/ic/1982-0853									1982-0853		0		guyane francaise	GF			28	2.25	-52.883									1976-9-28					afv030														crique									heitmans et al.	3										trois sauts													9		http://coldb.mnhn.fr/catalognumber/mnhn/ic/1982-0853	HEITMANS, NIJSSEN ET ISBRUCKER, 1983 : 36 in BIJDR. DIERK., 53(1) : 33-48										d'aubenton							cayenne							2.25		-52.883		oyapock	1976												MNHN	IC			PreservedSpecimen												Lasiancistrus niger (norman, 1926)																			(norman, 1926)					
MNHN	Fishes collection (IC) of the Muséum national d'Histoire naturelle (MNHN - Paris)		Patrice Pruvost	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-ic	gbifprovider@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-ic		f58922e2-93ed-4703-ba22-12a0674d1b54	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	FishNet,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Mon Dec 15 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://coldb.mnhn.fr/catalognumber/mnhn/ic/1981-0200									1981-0200		0		guyane francaise	GF			28	2.25	-52.883									1976-9-28					afv030														crique									nijssen	1										trois sauts													9		http://coldb.mnhn.fr/catalognumber/mnhn/ic/1981-0200											d'aubenton							cayenne							2.25		-52.883		oyapock	1976												MNHN	IC			PreservedSpecimen												Acestrorhynchus falcatus (bloch, 1794)																			(bloch, 1794)					
MNHN	Fishes collection (IC) of the Muséum national d'Histoire naturelle (MNHN - Paris)		Patrice Pruvost	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-ic	gbifprovider@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-ic		f58922e2-93ed-4703-ba22-12a0674d1b54	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	FishNet,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Mon Dec 15 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://coldb.mnhn.fr/catalognumber/mnhn/ic/1913-0229									1913-0229		1		guinee	GN				11.317	-12.283																																					teugels	1										labe															http://coldb.mnhn.fr/catalognumber/mnhn/ic/1913-0229	SYNTYPE DE CLARIAS DIALONENSIS DAGET, 1962 IN MEM. IFAN, 65 : 120 / MEME BOCAL QUE 1913-230										pobeguin														11.317		-12.283		konkoure													MNHN	IC			PreservedSpecimen												Clarias (Brevicephaloides) laeviceps dialonensis daget, 1962																			daget, 1962					
MNHN	Fishes collection (IC) of the Muséum national d'Histoire naturelle (MNHN - Paris)		Patrice Pruvost	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-ic	gbifprovider@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-ic		f58922e2-93ed-4703-ba22-12a0674d1b54	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	FishNet,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Mon Dec 15 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://coldb.mnhn.fr/catalognumber/mnhn/ic/1913-0230									1913-0230		1		guinee	GN				11.317	-12.283																																					teugels	1										labe															http://coldb.mnhn.fr/catalognumber/mnhn/ic/1913-0230	SYNTYPE DE CLARIAS DIALONENSIS DAGET, 1962 IN MEM. IFAN, 65 : 120 / LOC.: PRES LABE / MEME BOCAL QUE 1913-229										pobeguin														11.317		-12.283		konkoure													MNHN	IC			PreservedSpecimen												Clarias (Brevicephaloides) laeviceps dialonensis daget, 1962																			daget, 1962					
MNHN	Fishes collection (IC) of the Muséum national d'Histoire naturelle (MNHN - Paris)		Patrice Pruvost	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-ic	gbifprovider@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-ic		f58922e2-93ed-4703-ba22-12a0674d1b54	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	FishNet,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Mon Dec 15 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://coldb.mnhn.fr/catalognumber/mnhn/ic/1963-0525									1963-0525				cote d'ivoire	CI			19											1963-8-19																													1										azaguie													8		http://coldb.mnhn.fr/catalognumber/mnhn/ic/1963-0525											daget																		me	1963												MNHN	IC			PreservedSpecimen												Heterobranchus isopterus bleeker, 1863																			bleeker, 1863					
MNHN	Fishes collection (IC) of the Muséum national d'Histoire naturelle (MNHN - Paris)		Patrice Pruvost	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-ic	gbifprovider@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-ic		f58922e2-93ed-4703-ba22-12a0674d1b54	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	FishNet,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Mon Dec 15 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-ic	http://coldb.mnhn.fr/catalognumber/mnhn/ic/1963-0527									1963-0527				cote d'ivoire	CI			19											1963-8-19																												travers	3										azaguie													8		http://coldb.mnhn.fr/catalognumber/mnhn/ic/1963-0527	IN FAUNE DES POISSONS D'EAUX DOUCES ET SAUMATRES DE L'AFRIQUE DE L'OUEST, TOME 2 : 852										daget																		me	1963												MNHN	IC			PreservedSpecimen												Aethiomastacembelus nigromarginatus (boulenger, 1898)																			(boulenger, 1898)					
